Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 166          |
|    time_elapsed         | 456          |
|    total_timesteps      | 102656       |
| train/                  |              |
|    approx_kl            | 0.0054469258 |
|    clip_fraction        | 0.0461       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.00614     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0314      |
|    n_updates            | 4000         |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.908        |
|    value_loss           | 0.00565      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.177       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 167          |
|    time_elapsed         | 459          |
|    total_timesteps      | 102912       |
| train/                  |              |
|    approx_kl            | 0.0048826514 |
|    clip_fraction        | 0.0598       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.00254      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0518      |
|    n_updates            | 4010         |
|    policy_gradient_loss | -0.0073      |
|    std                  | 0.908        |
|    value_loss           | 0.0036       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.175      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 168         |
|    time_elapsed         | 462         |
|    total_timesteps      | 103168      |
| train/                  |             |
|    approx_kl            | 0.007318083 |
|    clip_fraction        | 0.0879      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.0087     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0196     |
|    n_updates            | 4020        |
|    policy_gradient_loss | -0.00536    |
|    std                  | 0.909       |
|    value_loss           | 0.00439     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.175      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 169         |
|    time_elapsed         | 464         |
|    total_timesteps      | 103424      |
| train/                  |             |
|    approx_kl            | 0.006583457 |
|    clip_fraction        | 0.0617      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00733    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 4030        |
|    policy_gradient_loss | -0.00455    |
|    std                  | 0.914       |
|    value_loss           | 0.00382     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.174       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 170          |
|    time_elapsed         | 467          |
|    total_timesteps      | 103680       |
